Tipo de infracción;Comunidades y ciudades autónomas;Periodo;Total
Otros delitos sin especificar;Aragón;2011;4
Otros delitos sin especificar;Asturias, Principado de;2023;7
Otros delitos sin especificar;Asturias, Principado de;2022;5
Otros delitos sin especificar;Asturias, Principado de;2021;6
Otros delitos sin especificar;Asturias, Principado de;2020;4
Otros delitos sin especificar;Asturias, Principado de;2019;4
Otros delitos sin especificar;Asturias, Principado de;2018;7
Otros delitos sin especificar;Asturias, Principado de;2017;4
Otros delitos sin especificar;Asturias, Principado de;2016;2
Otros delitos sin especificar;Asturias, Principado de;2015;5
Otros delitos sin especificar;Asturias, Principado de;2014;3
Otros delitos sin especificar;Asturias, Principado de;2013;1
Otros delitos sin especificar;Asturias, Principado de;2012;2
Otros delitos sin especificar;Asturias, Principado de;2011;9
Otros delitos sin especificar;Balears, Illes;2023;9
Otros delitos sin especificar;Balears, Illes;2022;5
Otros delitos sin especificar;Balears, Illes;2021;6
Otros delitos sin especificar;Balears, Illes;2020;7
Otros delitos sin especificar;Balears, Illes;2019;11
Otros delitos sin especificar;Balears, Illes;2018;7
Otros delitos sin especificar;Balears, Illes;2017;6
Otros delitos sin especificar;Balears, Illes;2016;6
Otros delitos sin especificar;Balears, Illes;2015;2
Otros delitos sin especificar;Balears, Illes;2014;1
Otros delitos sin especificar;Balears, Illes;2013;1
Otros delitos sin especificar;Balears, Illes;2012;3
Otros delitos sin especificar;Balears, Illes;2011;4
Otros delitos sin especificar;Canarias;2023;9
Otros delitos sin especificar;Canarias;2022;9
Otros delitos sin especificar;Canarias;2021;14
Otros delitos sin especificar;Canarias;2020;12
Otros delitos sin especificar;Canarias;2019;6
Otros delitos sin especificar;Canarias;2018;16
Otros delitos sin especificar;Canarias;2017;9
Otros delitos sin especificar;Canarias;2016;6
Otros delitos sin especificar;Canarias;2015;11
Otros delitos sin especificar;Canarias;2014;4
Otros delitos sin especificar;Canarias;2013;5
Otros delitos sin especificar;Canarias;2012;3
Otros delitos sin especificar;Canarias;2011;9
Otros delitos sin especificar;Cantabria;2023;6
Otros delitos sin especificar;Cantabria;2022;6
Otros delitos sin especificar;Cantabria;2021;4
Otros delitos sin especificar;Cantabria;2020;2
Otros delitos sin especificar;Cantabria;2019;5
Otros delitos sin especificar;Cantabria;2018;5
Otros delitos sin especificar;Cantabria;2017;7
Otros delitos sin especificar;Cantabria;2016;3
Otros delitos sin especificar;Cantabria;2015;4
Otros delitos sin especificar;Cantabria;2014;2
Otros delitos sin especificar;Cantabria;2013;7
Otros delitos sin especificar;Cantabria;2012;2
Otros delitos sin especificar;Cantabria;2011;2
Otros delitos sin especificar;Castilla y León;2023;13
Otros delitos sin especificar;Castilla y León;2022;24
Otros delitos sin especificar;Castilla y León;2021;12
Otros delitos sin especificar;Castilla y León;2020;15
Otros delitos sin especificar;Castilla y León;2019;12
Otros delitos sin especificar;Castilla y León;2018;17
Otros delitos sin especificar;Castilla y León;2017;11
Otros delitos sin especificar;Castilla y León;2016;17
Otros delitos sin especificar;Castilla y León;2015;11
Otros delitos sin especificar;Castilla y León;2014;5
Otros delitos sin especificar;Castilla y León;2013;2
Otros delitos sin especificar;Castilla y León;2012;8
Otros delitos sin especificar;Castilla y León;2011;10
Otros delitos sin especificar;Castilla - La Mancha;2023;10
Otros delitos sin especificar;Castilla - La Mancha;2022;14
Otros delitos sin especificar;Castilla - La Mancha;2021;8
Otros delitos sin especificar;Castilla - La Mancha;2020;4
Otros delitos sin especificar;Castilla - La Mancha;2019;9
Otros delitos sin especificar;Castilla - La Mancha;2018;7
Otros delitos sin especificar;Castilla - La Mancha;2017;4
Otros delitos sin especificar;Castilla - La Mancha;2016;12
Otros delitos sin especificar;Castilla - La Mancha;2015;6
Otros delitos sin especificar;Castilla - La Mancha;2014;4
Otros delitos sin especificar;Castilla - La Mancha;2013;5
Otros delitos sin especificar;Castilla - La Mancha;2012;6
Otros delitos sin especificar;Castilla - La Mancha;2011;10
Otros delitos sin especificar;Cataluña;2023;46
Otros delitos sin especificar;Cataluña;2022;40
Otros delitos sin especificar;Cataluña;2021;26
Otros delitos sin especificar;Cataluña;2020;25
Otros delitos sin especificar;Cataluña;2019;36
Otros delitos sin especificar;Cataluña;2018;30
Otros delitos sin especificar;Cataluña;2017;30
Otros delitos sin especificar;Cataluña;2016;20
Otros delitos sin especificar;Cataluña;2015;19
Otros delitos sin especificar;Cataluña;2014;22
Otros delitos sin especificar;Cataluña;2013;13
Otros delitos sin especificar;Cataluña;2012;20
Otros delitos sin especificar;Cataluña;2011;27
Otros delitos sin especificar;Comunitat Valenciana;2023;39
Otros delitos sin especificar;Comunitat Valenciana;2022;28
Otros delitos sin especificar;Comunitat Valenciana;2021;28
Otros delitos sin especificar;Comunitat Valenciana;2020;12
Otros delitos sin especificar;Comunitat Valenciana;2019;32
Otros delitos sin especificar;Comunitat Valenciana;2018;34
Otros delitos sin especificar;Comunitat Valenciana;2017;24
Otros delitos sin especificar;Comunitat Valenciana;2016;27
Otros delitos sin especificar;Comunitat Valenciana;2015;19
Otros delitos sin especificar;Comunitat Valenciana;2014;25
Otros delitos sin especificar;Comunitat Valenciana;2013;20
Otros delitos sin especificar;Comunitat Valenciana;2012;20
Otros delitos sin especificar;Comunitat Valenciana;2011;20
Otros delitos sin especificar;Extremadura;2023;5
Otros delitos sin especificar;Extremadura;2022;8
Otros delitos sin especificar;Extremadura;2021;5
Otros delitos sin especificar;Extremadura;2020;3
Otros delitos sin especificar;Extremadura;2019;2
Otros delitos sin especificar;Extremadura;2018;2
Otros delitos sin especificar;Extremadura;2017;5
Otros delitos sin especificar;Extremadura;2016;1
Otros delitos sin especificar;Extremadura;2015;4
Otros delitos sin especificar;Extremadura;2014;5
Otros delitos sin especificar;Extremadura;2013;3
Otros delitos sin especificar;Extremadura;2012;3
Otros delitos sin especificar;Extremadura;2011;2
Otros delitos sin especificar;Galicia;2023;11
Otros delitos sin especificar;Galicia;2022;9
Otros delitos sin especificar;Galicia;2021;9
Otros delitos sin especificar;Galicia;2020;2
Otros delitos sin especificar;Galicia;2019;9
Otros delitos sin especificar;Galicia;2018;4
Otros delitos sin especificar;Galicia;2017;16
Otros delitos sin especificar;Galicia;2016;7
Otros delitos sin especificar;Galicia;2015;6
Otros delitos sin especificar;Galicia;2014;6
Otros delitos sin especificar;Galicia;2013;5
Otros delitos sin especificar;Galicia;2012;8
Otros delitos sin especificar;Galicia;2011;10
Otros delitos sin especificar;Madrid, Comunidad de;2023;22
Otros delitos sin especificar;Madrid, Comunidad de;2022;21
Otros delitos sin especificar;Madrid, Comunidad de;2021;17
Otros delitos sin especificar;Madrid, Comunidad de;2020;11
Otros delitos sin especificar;Madrid, Comunidad de;2019;19
Otros delitos sin especificar;Madrid, Comunidad de;2018;15
Otros delitos sin especificar;Madrid, Comunidad de;2017;21
Otros delitos sin especificar;Madrid, Comunidad de;2016;8
Otros delitos sin especificar;Madrid, Comunidad de;2015;13
Otros delitos sin especificar;Madrid, Comunidad de;2014;9
Otros delitos sin especificar;Madrid, Comunidad de;2013;13
Otros delitos sin especificar;Madrid, Comunidad de;2012;10
Otros delitos sin especificar;Madrid, Comunidad de;2011;25
Otros delitos sin especificar;Murcia, Región de;2023;11
Otros delitos sin especificar;Murcia, Región de;2022;10
Otros delitos sin especificar;Murcia, Región de;2021;12
Otros delitos sin especificar;Murcia, Región de;2020;7
Otros delitos sin especificar;Murcia, Región de;2019;8
Otros delitos sin especificar;Murcia, Región de;2018;15
Otros delitos sin especificar;Murcia, Región de;2017;3
Otros delitos sin especificar;Murcia, Región de;2016;9
Otros delitos sin especificar;Murcia, Región de;2015;3
Otros delitos sin especificar;Murcia, Región de;2014;6
Otros delitos sin especificar;Murcia, Región de;2013;3
Otros delitos sin especificar;Murcia, Región de;2012;3
Otros delitos sin especificar;Murcia, Región de;2011;6
Otros delitos sin especificar;Navarra, Comunidad Foral de;2023;7
Otros delitos sin especificar;Navarra, Comunidad Foral de;2022;2
Otros delitos sin especificar;Navarra, Comunidad Foral de;2021;4
Otros delitos sin especificar;Navarra, Comunidad Foral de;2020;0
Otros delitos sin especificar;Navarra, Comunidad Foral de;2019;2
Otros delitos sin especificar;Navarra, Comunidad Foral de;2018;5
Otros delitos sin especificar;Navarra, Comunidad Foral de;2017;0
Otros delitos sin especificar;Navarra, Comunidad Foral de;2016;3
Otros delitos sin especificar;Navarra, Comunidad Foral de;2015;3
Otros delitos sin especificar;Navarra, Comunidad Foral de;2014;2
Otros delitos sin especificar;Navarra, Comunidad Foral de;2013;0
Otros delitos sin especificar;Navarra, Comunidad Foral de;2012;2
Otros delitos sin especificar;Navarra, Comunidad Foral de;2011;1
Otros delitos sin especificar;País Vasco;2023;5
Otros delitos sin especificar;País Vasco;2022;8
Otros delitos sin especificar;País Vasco;2021;10
Otros delitos sin especificar;País Vasco;2020;8
Otros delitos sin especificar;País Vasco;2019;11
Otros delitos sin especificar;País Vasco;2018;4
Otros delitos sin especificar;País Vasco;2017;11
Otros delitos sin especificar;País Vasco;2016;10
Otros delitos sin especificar;País Vasco;2015;4
Otros delitos sin especificar;País Vasco;2014;8
Otros delitos sin especificar;País Vasco;2013;8
Otros delitos sin especificar;País Vasco;2012;4
Otros delitos sin especificar;País Vasco;2011;4
Otros delitos sin especificar;Rioja, La;2023;2
Otros delitos sin especificar;Rioja, La;2022;2
Otros delitos sin especificar;Rioja, La;2021;4
Otros delitos sin especificar;Rioja, La;2020;1
Otros delitos sin especificar;Rioja, La;2019;5
Otros delitos sin especificar;Rioja, La;2018;4
Otros delitos sin especificar;Rioja, La;2017;3
Otros delitos sin especificar;Rioja, La;2016;1
Otros delitos sin especificar;Rioja, La;2015;0
Otros delitos sin especificar;Rioja, La;2014;1
Otros delitos sin especificar;Rioja, La;2013;2
Otros delitos sin especificar;Rioja, La;2012;1
Otros delitos sin especificar;Rioja, La;2011;3
Otros delitos sin especificar;Ceuta;2023;0
Otros delitos sin especificar;Ceuta;2022;2
Otros delitos sin especificar;Ceuta;2021;1
Otros delitos sin especificar;Ceuta;2020;3
Otros delitos sin especificar;Ceuta;2019;1
Otros delitos sin especificar;Ceuta;2018;0
Otros delitos sin especificar;Ceuta;2017;2
Otros delitos sin especificar;Ceuta;2016;0
Otros delitos sin especificar;Ceuta;2015;0
Otros delitos sin especificar;Ceuta;2014;0
Otros delitos sin especificar;Ceuta;2013;0
Otros delitos sin especificar;Ceuta;2012;0
Otros delitos sin especificar;Ceuta;2011;0
Otros delitos sin especificar;Melilla;2023;1
Otros delitos sin especificar;Melilla;2022;0
Otros delitos sin especificar;Melilla;2021;0
Otros delitos sin especificar;Melilla;2020;1
Otros delitos sin especificar;Melilla;2019;1
Otros delitos sin especificar;Melilla;2018;0
Otros delitos sin especificar;Melilla;2017;0
Otros delitos sin especificar;Melilla;2016;0
Otros delitos sin especificar;Melilla;2015;0
Otros delitos sin especificar;Melilla;2014;0
Otros delitos sin especificar;Melilla;2013;2
Otros delitos sin especificar;Melilla;2012;1
Otros delitos sin especificar;Melilla;2011;0
Faltas;Total Nacional;2023;0
Faltas;Total Nacional;2022;0
Faltas;Total Nacional;2021;0
Faltas;Total Nacional;2020;0
Faltas;Total Nacional;2019;16
Faltas;Total Nacional;2018;26
Faltas;Total Nacional;2017;24
Faltas;Total Nacional;2016;72
Faltas;Total Nacional;2015;1.138
Faltas;Total Nacional;2014;2.113
Faltas;Total Nacional;2013;2.551
Faltas;Total Nacional;2012;2.584
Faltas;Total Nacional;2011;3.158
Faltas;Andalucía;2023;0
Faltas;Andalucía;2022;0
Faltas;Andalucía;2021;0
Faltas;Andalucía;2020;0
Faltas;Andalucía;2019;2
Faltas;Andalucía;2018;6
Faltas;Andalucía;2017;6
Faltas;Andalucía;2016;16
Faltas;Andalucía;2015;291
Faltas;Andalucía;2014;554
Faltas;Andalucía;2013;664
Faltas;Andalucía;2012;650
Faltas;Andalucía;2011;802
Faltas;Aragón;2023;0
Faltas;Aragón;2022;0
Faltas;Aragón;2021;0
Faltas;Aragón;2020;0
Faltas;Aragón;2019;0
Faltas;Aragón;2018;0
Faltas;Aragón;2017;1
Faltas;Aragón;2016;5
Faltas;Aragón;2015;43
Faltas;Aragón;2014;104
Faltas;Aragón;2013;89
Faltas;Aragón;2012;80
Faltas;Aragón;2011;100
Faltas;Asturias, Principado de;2023;0
Faltas;Asturias, Principado de;2022;0
Faltas;Asturias, Principado de;2021;0
Faltas;Asturias, Principado de;2020;0
Faltas;Asturias, Principado de;2019;1
Faltas;Asturias, Principado de;2018;0
Faltas;Asturias, Principado de;2017;0
Faltas;Asturias, Principado de;2016;1
Faltas;Asturias, Principado de;2015;12
Faltas;Asturias, Principado de;2014;24
Faltas;Asturias, Principado de;2013;27
Faltas;Asturias, Principado de;2012;23
Faltas;Asturias, Principado de;2011;51
Faltas;Balears, Illes;2023;0
Faltas;Balears, Illes;2022;0
Faltas;Balears, Illes;2021;0
Faltas;Balears, Illes;2020;0
Faltas;Balears, Illes;2019;0
Faltas;Balears, Illes;2018;0
Faltas;Balears, Illes;2017;1
Faltas;Balears, Illes;2016;0
Faltas;Balears, Illes;2015;27
Faltas;Balears, Illes;2014;30
Faltas;Balears, Illes;2013;73
Faltas;Balears, Illes;2012;67
Faltas;Balears, Illes;2011;83
Faltas;Canarias;2023;0
Faltas;Canarias;2022;0
Faltas;Canarias;2021;0
Faltas;Canarias;2020;0
Faltas;Canarias;2019;1
Faltas;Canarias;2018;2
Faltas;Canarias;2017;3
Faltas;Canarias;2016;9
Faltas;Canarias;2015;119
Faltas;Canarias;2014;184
Faltas;Canarias;2013;178
Faltas;Canarias;2012;171
Faltas;Canarias;2011;204
Faltas;Cantabria;2023;0
Faltas;Cantabria;2022;0
Faltas;Cantabria;2021;0
Faltas;Cantabria;2020;0
Faltas;Cantabria;2019;0
Faltas;Cantabria;2018;0
Faltas;Cantabria;2017;0
Faltas;Cantabria;2016;3
Faltas;Cantabria;2015;26
Faltas;Cantabria;2014;37
Faltas;Cantabria;2013;45
Faltas;Cantabria;2012;29
Faltas;Cantabria;2011;37
Faltas;Castilla y León;2023;0
Faltas;Castilla y León;2022;0
Faltas;Castilla y León;2021;0
Faltas;Castilla y León;2020;0
Faltas;Castilla y León;2019;0
Faltas;Castilla y León;2018;0
Faltas;Castilla y León;2017;0
Faltas;Castilla y León;2016;2
Faltas;Castilla y León;2015;66
Faltas;Castilla y León;2014;138
Faltas;Castilla y León;2013;141
Faltas;Castilla y León;2012;113
Faltas;Castilla y León;2011;140
Faltas;Castilla - La Mancha;2023;0
Faltas;Castilla - La Mancha;2022;0
Faltas;Castilla - La Mancha;2021;0
Faltas;Castilla - La Mancha;2020;0
Faltas;Castilla - La Mancha;2019;0
Faltas;Castilla - La Mancha;2018;1
Faltas;Castilla - La Mancha;2017;0
Faltas;Castilla - La Mancha;2016;0
Faltas;Castilla - La Mancha;2015;50
Faltas;Castilla - La Mancha;2014;71
Faltas;Castilla - La Mancha;2013;87
Faltas;Castilla - La Mancha;2012;95
Faltas;Castilla - La Mancha;2011;146
Faltas;Cataluña;2023;0
Faltas;Cataluña;2022;0
Faltas;Cataluña;2021;0
Faltas;Cataluña;2020;0
Faltas;Cataluña;2019;0
Faltas;Cataluña;2018;6
Faltas;Cataluña;2017;0
Faltas;Cataluña;2016;11
Faltas;Cataluña;2015;78
Faltas;Cataluña;2014;159
Faltas;Cataluña;2013;228
Faltas;Cataluña;2012;254
Faltas;Cataluña;2011;359
Faltas;Comunitat Valenciana;2023;0
Faltas;Comunitat Valenciana;2022;0
Faltas;Comunitat Valenciana;2021;0
Faltas;Comunitat Valenciana;2020;0
Faltas;Comunitat Valenciana;2019;7
Faltas;Comunitat Valenciana;2018;6
Faltas;Comunitat Valenciana;2017;9
Faltas;Comunitat Valenciana;2016;6
Faltas;Comunitat Valenciana;2015;210
Faltas;Comunitat Valenciana;2014;380
Faltas;Comunitat Valenciana;2013;430
Faltas;Comunitat Valenciana;2012;443
Faltas;Comunitat Valenciana;2011;520
Faltas;Extremadura;2023;0
Faltas;Extremadura;2022;0
Faltas;Extremadura;2021;0
Faltas;Extremadura;2020;0
Faltas;Extremadura;2019;1
Faltas;Extremadura;2018;0
Faltas;Extremadura;2017;0
Faltas;Extremadura;2016;2
Faltas;Extremadura;2015;29
Faltas;Extremadura;2014;64
Faltas;Extremadura;2013;79
Faltas;Extremadura;2012;72
Faltas;Extremadura;2011;73
Faltas;Galicia;2023;0
Faltas;Galicia;2022;0
Faltas;Galicia;2021;0
Faltas;Galicia;2020;0
Faltas;Galicia;2019;0
Faltas;Galicia;2018;0
Faltas;Galicia;2017;0
Faltas;Galicia;2016;3
Faltas;Galicia;2015;15
Faltas;Galicia;2014;34
Faltas;Galicia;2013;64
Faltas;Galicia;2012;58
Faltas;Galicia;2011;78
Faltas;Madrid, Comunidad de;2023;0
Faltas;Madrid, Comunidad de;2022;0
Faltas;Madrid, Comunidad de;2021;0
Faltas;Madrid, Comunidad de;2020;0
Faltas;Madrid, Comunidad de;2019;2
Faltas;Madrid, Comunidad de;2018;4
Faltas;Madrid, Comunidad de;2017;1
Faltas;Madrid, Comunidad de;2016;1
Faltas;Madrid, Comunidad de;2015;81
Faltas;Madrid, Comunidad de;2014;132
Faltas;Madrid, Comunidad de;2013;196
Faltas;Madrid, Comunidad de;2012;208
Faltas;Madrid, Comunidad de;2011;219
Faltas;Murcia, Región de;2023;0
Faltas;Murcia, Región de;2022;0
Faltas;Murcia, Región de;2021;0
Faltas;Murcia, Región de;2020;0
Faltas;Murcia, Región de;2019;0
Faltas;Murcia, Región de;2018;0
Faltas;Murcia, Región de;2017;0
Faltas;Murcia, Región de;2016;2
Faltas;Murcia, Región de;2015;55
Faltas;Murcia, Región de;2014;113
Faltas;Murcia, Región de;2013;175
Faltas;Murcia, Región de;2012;234
Faltas;Murcia, Región de;2011;212
Faltas;Navarra, Comunidad Foral de;2023;0
Faltas;Navarra, Comunidad Foral de;2022;0
Faltas;Navarra, Comunidad Foral de;2021;0
Faltas;Navarra, Comunidad Foral de;2020;0
Faltas;Navarra, Comunidad Foral de;2019;2
Faltas;Navarra, Comunidad Foral de;2018;1
Faltas;Navarra, Comunidad Foral de;2017;2
Faltas;Navarra, Comunidad Foral de;2016;1
Faltas;Navarra, Comunidad Foral de;2015;3
Faltas;Navarra, Comunidad Foral de;2014;6
Faltas;Navarra, Comunidad Foral de;2013;8
Faltas;Navarra, Comunidad Foral de;2012;7
Faltas;Navarra, Comunidad Foral de;2011;18
Faltas;País Vasco;2023;0
Faltas;País Vasco;2022;0
Faltas;País Vasco;2021;0
Faltas;País Vasco;2020;0
Faltas;País Vasco;2019;0
Faltas;País Vasco;2018;0
Faltas;País Vasco;2017;0
Faltas;País Vasco;2016;9
Faltas;País Vasco;2015;23
Faltas;País Vasco;2014;45
Faltas;País Vasco;2013;43
Faltas;País Vasco;2012;55
Faltas;País Vasco;2011;86
Faltas;Rioja, La;2023;0
Faltas;Rioja, La;2022;0
Faltas;Rioja, La;2021;0
Faltas;Rioja, La;2020;0
Faltas;Rioja, La;2019;0
Faltas;Rioja, La;2018;0
Faltas;Rioja, La;2017;0
Faltas;Rioja, La;2016;1
Faltas;Rioja, La;2015;4
Faltas;Rioja, La;2014;34
Faltas;Rioja, La;2013;22
Faltas;Rioja, La;2012;21
Faltas;Rioja, La;2011;22
Faltas;Ceuta;2023;0
Faltas;Ceuta;2022;0
Faltas;Ceuta;2021;0
Faltas;Ceuta;2020;0
Faltas;Ceuta;2019;0
Faltas;Ceuta;2018;0
Faltas;Ceuta;2017;0
Faltas;Ceuta;2016;0
Faltas;Ceuta;2015;1
Faltas;Ceuta;2014;2
Faltas;Ceuta;2013;2
Faltas;Ceuta;2012;3
Faltas;Ceuta;2011;5
Faltas;Melilla;2023;0
Faltas;Melilla;2022;0
Faltas;Melilla;2021;0
Faltas;Melilla;2020;0
Faltas;Melilla;2019;0
Faltas;Melilla;2018;0
Faltas;Melilla;2017;1
Faltas;Melilla;2016;0
Faltas;Melilla;2015;5
Faltas;Melilla;2014;2
Faltas;Melilla;2013;0
Faltas;Melilla;2012;1
Faltas;Melilla;2011;3
Faltas contra las personas;Total Nacional;2023;0
Faltas contra las personas;Total Nacional;2022;0
Faltas contra las personas;Total Nacional;2021;0
Faltas contra las personas;Total Nacional;2020;0
Faltas contra las personas;Total Nacional;2019;12
Faltas contra las personas;Total Nacional;2018;22
Faltas contra las personas;Total Nacional;2017;21
Faltas contra las personas;Total Nacional;2016;63
Faltas contra las personas;Total Nacional;2015;1.052
Faltas contra las personas;Total Nacional;2014;1.955
Faltas contra las personas;Total Nacional;2013;2.416
Faltas contra las personas;Total Nacional;2012;2.431
Faltas contra las personas;Total Nacional;2011;2.953
Faltas contra las personas;Andalucía;2023;0
Faltas contra las personas;Andalucía;2022;0
Faltas contra las personas;Andalucía;2021;0
Faltas contra las personas;Andalucía;2020;0
Faltas contra las personas;Andalucía;2019;1
Faltas contra las personas;Andalucía;2018;6
Faltas contra las personas;Andalucía;2017;5
Faltas contra las personas;Andalucía;2016;15
Faltas contra las personas;Andalucía;2015;272
Faltas contra las personas;Andalucía;2014;531
Faltas contra las personas;Andalucía;2013;636
Faltas contra las personas;Andalucía;2012;618
Faltas contra las personas;Andalucía;2011;761
Faltas contra las personas;Aragón;2023;0
Faltas contra las personas;Aragón;2022;0
Faltas contra las personas;Aragón;2021;0
Faltas contra las personas;Aragón;2020;0
Faltas contra las personas;Aragón;2019;0
Faltas contra las personas;Aragón;2018;0
Faltas contra las personas;Aragón;2017;1
Faltas contra las personas;Aragón;2016;4
Faltas contra las personas;Aragón;2015;41
Faltas contra las personas;Aragón;2014;92
Faltas contra las personas;Aragón;2013;83
Faltas contra las personas;Aragón;2012;78
Faltas contra las personas;Aragón;2011;96
Faltas contra las personas;Asturias, Principado de;2023;0
Faltas contra las personas;Asturias, Principado de;2022;0
Faltas contra las personas;Asturias, Principado de;2021;0
Faltas contra las personas;Asturias, Principado de;2020;0
Faltas contra las personas;Asturias, Principado de;2019;1
Faltas contra las personas;Asturias, Principado de;2018;0
Faltas contra las personas;Asturias, Principado de;2017;0
Faltas contra las personas;Asturias, Principado de;2016;1
Faltas contra las personas;Asturias, Principado de;2015;12
Faltas contra las personas;Asturias, Principado de;2014;22
Faltas contra las personas;Asturias, Principado de;2013;27
Faltas contra las personas;Asturias, Principado de;2012;20
Faltas contra las personas;Asturias, Principado de;2011;45
Faltas contra las personas;Balears, Illes;2023;0
Faltas contra las personas;Balears, Illes;2022;0
Faltas contra las personas;Balears, Illes;2021;0
Faltas contra las personas;Balears, Illes;2020;0
Faltas contra las personas;Balears, Illes;2019;0
Faltas contra las personas;Balears, Illes;2018;0
Faltas contra las personas;Balears, Illes;2017;1
Faltas contra las personas;Balears, Illes;2016;0
Faltas contra las personas;Balears, Illes;2015;26
Faltas contra las personas;Balears, Illes;2014;26
Faltas contra las personas;Balears, Illes;2013;62
Faltas contra las personas;Balears, Illes;2012;66
Faltas contra las personas;Balears, Illes;2011;79
Faltas contra las personas;Canarias;2023;0
Faltas contra las personas;Canarias;2022;0
Faltas contra las personas;Canarias;2021;0
Faltas contra las personas;Canarias;2020;0
Faltas contra las personas;Canarias;2019;1
Faltas contra las personas;Canarias;2018;1
Faltas contra las personas;Canarias;2017;3
Faltas contra las personas;Canarias;2016;8
Faltas contra las personas;Canarias;2015;105
Faltas contra las personas;Canarias;2014;170
Faltas contra las personas;Canarias;2013;168
Faltas contra las personas;Canarias;2012;161
Faltas contra las personas;Canarias;2011;186
Faltas contra las personas;Cantabria;2023;0
Faltas contra las personas;Cantabria;2022;0
Faltas contra las personas;Cantabria;2021;0
Faltas contra las personas;Cantabria;2020;0
Faltas contra las personas;Cantabria;2019;0
Faltas contra las personas;Cantabria;2018;0
Faltas contra las personas;Cantabria;2017;0
Faltas contra las personas;Cantabria;2016;3
Faltas contra las personas;Cantabria;2015;23
Faltas contra las personas;Cantabria;2014;25
Faltas contra las personas;Cantabria;2013;39
Faltas contra las personas;Cantabria;2012;27
Faltas contra las personas;Cantabria;2011;33
Faltas contra las personas;Castilla y León;2023;0
Faltas contra las personas;Castilla y León;2022;0
Faltas contra las personas;Castilla y León;2021;0
Faltas contra las personas;Castilla y León;2020;0
Faltas contra las personas;Castilla y León;2019;0
Faltas contra las personas;Castilla y León;2018;0
Faltas contra las personas;Castilla y León;2017;0
Faltas contra las personas;Castilla y León;2016;2
Faltas contra las personas;Castilla y León;2015;63
Faltas contra las personas;Castilla y León;2014;131
Faltas contra las personas;Castilla y León;2013;133
Faltas contra las personas;Castilla y León;2012;109
Faltas contra las personas;Castilla y León;2011;134
Faltas contra las personas;Castilla - La Mancha;2023;0
Faltas contra las personas;Castilla - La Mancha;2022;0
Faltas contra las personas;Castilla - La Mancha;2021;0
Faltas contra las personas;Castilla - La Mancha;2020;0
Faltas contra las personas;Castilla - La Mancha;2019;0
Faltas contra las personas;Castilla - La Mancha;2018;1
Faltas contra las personas;Castilla - La Mancha;2017;0
Faltas contra las personas;Castilla - La Mancha;2016;0
Faltas contra las personas;Castilla - La Mancha;2015;48
Faltas contra las personas;Castilla - La Mancha;2014;66
Faltas contra las personas;Castilla - La Mancha;2013;84
Faltas contra las personas;Castilla - La Mancha;2012;88
Faltas contra las personas;Castilla - La Mancha;2011;136
Faltas contra las personas;Cataluña;2023;0
Faltas contra las personas;Cataluña;2022;0
Faltas contra las personas;Cataluña;2021;0
Faltas contra las personas;Cataluña;2020;0
Faltas contra las personas;Cataluña;2019;0
Faltas contra las personas;Cataluña;2018;5
Faltas contra las personas;Cataluña;2017;0
Faltas contra las personas;Cataluña;2016;8
Faltas contra las personas;Cataluña;2015;69
Faltas contra las personas;Cataluña;2014;136
Faltas contra las personas;Cataluña;2013;215
Faltas contra las personas;Cataluña;2012;230
Faltas contra las personas;Cataluña;2011;320
Faltas contra las personas;Comunitat Valenciana;2023;0
Faltas contra las personas;Comunitat Valenciana;2022;0
Faltas contra las personas;Comunitat Valenciana;2021;0
Faltas contra las personas;Comunitat Valenciana;2020;0
Faltas contra las personas;Comunitat Valenciana;2019;7
Faltas contra las personas;Comunitat Valenciana;2018;4
Faltas contra las personas;Comunitat Valenciana;2017;7
Faltas contra las personas;Comunitat Valenciana;2016;5
Faltas contra las personas;Comunitat Valenciana;2015;192
Faltas contra las personas;Comunitat Valenciana;2014;353
Faltas contra las personas;Comunitat Valenciana;2013;402
Faltas contra las personas;Comunitat Valenciana;2012;409
Faltas contra las personas;Comunitat Valenciana;2011;481
Faltas contra las personas;Extremadura;2023;0
Faltas contra las personas;Extremadura;2022;0
Faltas contra las personas;Extremadura;2021;0
Faltas contra las personas;Extremadura;2020;0
Faltas contra las personas;Extremadura;2019;1
Faltas contra las personas;Extremadura;2018;0
Faltas contra las personas;Extremadura;2017;0
Faltas contra las personas;Extremadura;2016;2
Faltas contra las personas;Extremadura;2015;29
Faltas contra las personas;Extremadura;2014;62
Faltas contra las personas;Extremadura;2013;79
Faltas contra las personas;Extremadura;2012;72
Faltas contra las personas;Extremadura;2011;72
Faltas contra las personas;Galicia;2023;0
Faltas contra las personas;Galicia;2022;0
Faltas contra las personas;Galicia;2021;0
Faltas contra las personas;Galicia;2020;0
Faltas contra las personas;Galicia;2019;0
Faltas contra las personas;Galicia;2018;0
Faltas contra las personas;Galicia;2017;0
Faltas contra las personas;Galicia;2016;3
Faltas contra las personas;Galicia;2015;14
Faltas contra las personas;Galicia;2014;29
Faltas contra las personas;Galicia;2013;62
Faltas contra las personas;Galicia;2012;53
Faltas contra las personas;Galicia;2011;78
Faltas contra las personas;Madrid, Comunidad de;2023;0
Faltas contra las personas;Madrid, Comunidad de;2022;0
Faltas contra las personas;Madrid, Comunidad de;2021;0
